planting_date,CropCAF,cultivar_name,planting_depth,planting_material_weight,Drill,drill_opener_type,drill_opener_configuration,drill_row_description,drill_fertilization_configuration,ExpUnitId_AgCROS,TreatmentId,Crop_AgCROS,PlantDensity_AgCROS,PlantingDepth_AgCROS,PlantingMethod_AgCROS,RowWidth_AgCROS
2007-10-24,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",163,B6,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",163,B6,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2015-05-01,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",163,B6,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2004-04-03,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",163,B6,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2014-04-14,SW,(pending 04),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",164,C1,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2011-05-05,SW,Louise,1.0,90.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",164,C1,Triticum aestivum (Spring Wheat),100.8765,2.54,Twin Row,10.16
2015-05-01,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",164,C1,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2004-09-25,WL,Morton,0.5,45.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Lens culinaris (Winter Lentil),50.43825,1.27,Row,25.4
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2001-09-25,WC,Athena,0.5,8.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Brassica napus (Winter Canola),8.9668,1.27,Row,25.4
2007-10-31,CF,(none),,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Fallow,,,Row,25.4
2008-08-08,WC,DKW13-86,1.0,5.0,Seed Hawk,hoe type,uniform,"10"" rows","3"" depth, 10"" centers; hoe type opener",164,C1,Brassica napus (Winter Canola),5.6042499999999995,2.54,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",164,C1,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",164,C1,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",164,C1,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",164,C1,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",165,C1,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",165,C1,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2004-09-25,WL,Morton,0.5,45.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Lens culinaris (Winter Lentil),50.43825,1.27,Row,25.4
2008-08-08,WC,DKW13-86,1.0,5.0,Seed Hawk,hoe type,uniform,"10"" rows","3"" depth, 10"" centers; hoe type opener",165,C1,Brassica napus (Winter Canola),5.6042499999999995,2.54,Row,25.4
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2015-05-01,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",165,C1,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2001-09-25,WC,Athena,0.5,8.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Brassica napus (Winter Canola),8.9668,1.27,Row,25.4
2011-05-05,SW,Louise,1.0,90.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",165,C1,Triticum aestivum (Spring Wheat),100.8765,2.54,Twin Row,10.16
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2014-04-14,SW,(pending 04),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",165,C1,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",165,C1,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2007-10-31,CF,(none),,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",165,C1,Fallow,,,Row,25.4
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2001-10-09,WP,Nutrigreen,1.5,180.0,USDA Yielder Drill,double disc,paired row,"5"" paired rows on 15"" centers","4"" depth, 15"" centers; double disc opener",166,C2,Pisum sativum (Winter Pea),201.753,3.81,Twin Row,12.7
2004-09-27,WP,90105-9,1.5,150.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Pisum sativum (Winter Pea),168.1275,3.81,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2014-05-07,GB,(pending 05),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2004-09-30,WP,90105-9,1.5,80.0,USDA Yielder Drill,double disc,paired row,"5"" paired rows on 15"" centers","4"" depth, 15"" centers; double disc opener",166,C2,Pisum sativum (Winter Pea),89.66799999999999,3.81,Twin Row,12.7
2011-05-14,GB,Sierra,1.5,160.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Cicer arietinum (Garbonzo Beans),179.33599999999998,3.81,Twin Row,10.16
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2008-05-07,GB,Sierra,1.0,130.0,John Deer 455,double disc,uniform,"7.5"" rows",none,166,C2,Cicer arietinum (Garbonzo Beans),145.7105,2.54,Row,19.05
2015-04-19,SC,HyCLASS 930,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Brassica napus (Spring Canola),,,Twin Row,10.16
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",166,C2,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2012-04-13,SW,(pending 01),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",166,C2,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2012-04-13,SW,(pending 01),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2008-05-05,SB,Baronesse,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Hordeum vulgare (Spring Barley),112.085,2.54,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2005-04-16,SB,Baronesse,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Hordeum vulgare (Spring Barley),112.085,2.54,Row,25.4
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2014-04-29,SB,Champion,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Hordeum vulgare (Spring Barley),,,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2002-04-21,SB,Baronesse,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",167,C3,Hordeum vulgare (Spring Barley),109.84329999999999,2.54,Row,25.4
2015-04-22,SW,(pending 12),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2011-05-13,SB,Champion,1.0,100.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",167,C3,Hordeum vulgare (Spring Barley),112.085,2.54,Twin Row,10.16
2004-10-26,WB,Sunstar Pride,1.0,100.0,USDA Yielder Drill,double disc,paired row,"5"" paired rows on 15"" centers","4"" depth, 15"" centers; double disc opener",168,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Twin Row,12.7
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2007-10-24,WT,Trimark 336,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum durum (Winter Triticale),112.085,2.54,Row,25.4
2015-05-02,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2010-10-13,WW,Chukar,1.0,82.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Twin Row,10.16
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2001-10-26,WB,Strider,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",168,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Row,25.4
2013-10-21,WW,AP700 Clearfeild,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",168,C4,Triticum aestivum (Winter Wheat),,,Twin Row,10.16
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",169,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2001-10-26,WB,Strider,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",169,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Row,25.4
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",169,C4,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",169,C4,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",169,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2010-10-13,WW,Chukar,1.0,82.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",169,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Twin Row,10.16
